muobs	zHD	zhel	mu-M	mu-M_err
40.6258	0.25641	0.257921	21.2758	0.1749
40.48985	0.25654	0.256987	21.13985	0.14805
40.69695	0.2569	0.258396	21.34695	0.16715
40.6241	0.25693	0.258369	21.2741	0.1446
40.721149999999994	0.2574	0.258373	21.37115	0.15
40.6275	0.25769	0.259194	21.2775	0.14285
40.48905	0.25848	0.260022	21.13905	0.14085
40.66275	0.26043	0.261732	21.31275	0.1521
40.577650000000006	0.26051	0.259992	21.22765	0.12265
40.7072	0.26088	0.260011	21.3572	0.14225
40.5536	0.2611	0.262051	21.2036	0.13865
40.8059	0.26132	0.262782	21.4559	0.17885
40.5168	0.26136	0.262781	21.1668	0.15835
40.50835	0.26199	0.263005	21.15835	0.1082
40.741	0.26312	0.263024	21.391	0.1313
40.7076	0.26318	0.264684	21.3576	0.14295
40.385000000000005	0.26327	0.264704	21.035	0.1514
40.50515	0.26349	0.262995	21.15515	0.1079
40.6179	0.26377	0.26512	21.2679	0.15695
40.414	0.26388	0.264924	21.064	0.1418
40.581900000000005	0.26388	0.263029	21.2319	0.12955
40.80355	0.26419	0.265709	21.45355	0.1665
40.594899999999996	0.2646	0.265081	21.2449	0.1389
40.4109	0.2655	0.266737	21.0609	0.1301
40.682249999999996	0.26658	0.26794	21.33225	0.14765
40.574749999999995	0.26801	0.267968	21.22475	0.16715
40.838300000000004	0.26826	0.269695	21.4883	0.15275
40.74935	0.26828	0.26883	21.39935	0.16265
40.69225	0.26848	0.269987	21.34225	0.14435
40.59725	0.26849	0.267995	21.24725	0.1051
40.5262	0.26862	0.27	21.1762	0.0993
40.6359	0.26991	0.27081	21.2859	0.12695
40.71745	0.27001	0.269953	21.36745	0.13725
40.5856	0.27047	0.272021	21.2356	0.1242
40.691900000000004	0.27057	0.272141	21.3419	0.169
40.57425	0.27088	0.270028	21.22425	0.12
40.65945	0.27131	0.270808	21.30945	0.10785
40.65625	0.27307	0.274598	21.30625	0.14505
40.7234	0.27446	0.276026	21.3734	0.1525
40.857150000000004	0.27509	0.275592	21.50715	0.1382
40.6369	0.27509	0.274204	21.2869	0.11615
40.720749999999995	0.27511	0.276662	21.37075	0.15505
40.7985	0.2754	0.276958	21.4485	0.153
40.97545	0.27631	0.277457	21.62545	0.19055
41.2307	0.27716	0.278675	21.8807	0.2055
40.736599999999996	0.27805	0.278833	21.3866	0.13915
40.851150000000004	0.279	0.280071	21.50115	0.13265
40.6273	0.27946	0.281007	21.2773	0.1398
40.6469	0.27989	0.279014	21.2969	0.11365
40.7287	0.28051	0.280015	21.3787	0.11055
40.9246	0.28251	0.282002	21.5746	0.1073
40.7941	0.28313	0.284019	21.4441	0.13595
40.759150000000005	0.2836	0.284998	21.40915	0.1028
40.6663	0.28397	0.28502	21.3163	0.1146
40.824	0.284	0.285523	21.474	0.15145
40.6482	0.28403	0.285517	21.2982	0.13635
40.95225	0.28509	0.286649	21.60225	0.15435
40.576499999999996	0.2854	0.285023	21.2265	0.12315
40.81645	0.28546	0.286995	21.46645	0.1395
40.78725	0.28578	0.285002	21.43725	0.1358
40.77305	0.28622	0.287713	21.42305	0.15585
41.0327	0.28631	0.287693	21.6827	0.1504
40.804050000000004	0.28707	0.288644	21.45405	0.14295
40.6168	0.28712	0.288624	21.2668	0.1491
40.8326	0.28845	0.29002	21.4826	0.1256
40.8795	0.28854	0.290127	21.5295	0.1639
41.065	0.2896	0.289979	21.715	0.1649
40.7214	0.29003	0.290826	21.3714	0.15315
40.7912	0.2902	0.290995	21.4412	0.13835
40.586	0.2908	0.2923	21.236	0.14645
40.655950000000004	0.2909	0.29	21.30595	0.15955
40.86945	0.29121	0.291854	21.51945	0.1501
40.82215	0.29172	0.291199	21.47215	0.12535
40.52535	0.29212	0.292039	21.17535	0.1226
40.8187	0.29245	0.293993	21.4687	0.1649
40.839600000000004	0.29282	0.292719	21.4896	0.1351
40.89425	0.29291	0.291997	21.54425	0.1708
40.92975	0.29318	0.294713	21.57975	0.1437
41.1208	0.29532	0.296875	21.7708	0.1925
41.0791	0.2956	0.295015	21.7291	0.123
40.7949	0.29649	0.297971	21.4449	0.1446
41.34485	0.29843	0.300023	21.99485	0.16045
41.01705	0.29859	0.299821	21.66705	0.1633
40.74335000000001	0.2988	0.299998	21.39335	0.16425
40.869749999999996	0.29911	0.300196	21.51975	0.1301
41.05345	0.29948	0.300011	21.70345	0.1614
40.770399999999995	0.30004	0.301633	21.4204	0.15885
40.97535	0.30006	0.300739	21.62535	0.16525
41.06085	0.30012	0.300042	21.71085	0.11935
41.26835	0.30078	0.299999	21.91835	0.1704
41.16235	0.30143	0.303025	21.81235	0.1445
40.935900000000004	0.30156	0.300046	21.5859	0.13495
40.992450000000005	0.30158	0.302999	21.64245	0.0939
40.963499999999996	0.30249	0.302961	21.6135	0.15825
41.222	0.30317	0.304766	21.872	0.13765
41.01825	0.30337	0.302666	21.66825	0.11865
40.84625	0.30369	0.304775	21.49625	0.135
40.99295	0.30525	0.304598	21.64295	0.1129
40.7303	0.30538	0.306692	21.3803	0.19765
41.049499999999995	0.30549	0.305982	21.6995	0.13305
41.03485	0.30567	0.304975	21.68485	0.12015
41.12705	0.30617	0.306839	21.77705	0.16135
41.037499999999994	0.30642	0.30802	21.6875	0.1493
41.23165	0.30666	0.305975	21.88165	0.1627
41.30175	0.30801	0.307956	21.95175	0.1182
41.18605	0.3088	0.310259	21.83605	0.15525
41.07385	0.30894	0.31044	21.72385	0.1693
41.1614	0.309	0.310609	21.8114	0.19685
40.93775	0.3092	0.310004	21.58775	0.1462
40.809749999999994	0.31032	0.311682	21.45975	0.15795
41.16735	0.31079	0.310012	21.81735	0.13845
41.0917	0.31156	0.310038	21.7417	0.10825
40.980850000000004	0.31262	0.313731	21.63085	0.14295
41.1725	0.31353	0.314512	21.8225	0.14945
40.7118	0.31437	0.315685	21.3618	0.137
41.170100000000005	0.31468	0.315791	21.8201	0.1572
41.2541	0.3148	0.315992	21.9041	0.12485
41.0668	0.31555	0.316689	21.7168	0.15355
41.2842	0.31579	0.315011	21.9342	0.1522
41.1887	0.31774	0.318814	21.8387	0.1521
41.1616	0.31811	0.319697	21.8116	0.12465
41.4316	0.31841	0.320023	22.0816	0.21085
41.015950000000004	0.31894	0.320022	21.66595	0.15665
41.2669	0.31894	0.320019	21.9169	0.137
41.0456	0.32007	0.321626	21.6956	0.1358
41.3692	0.32092	0.320025	22.0192	0.15495
41.06485	0.32095	0.321997	21.71485	0.1245
40.89775	0.32218	0.320635	21.54775	0.14025
41.143649999999994	0.32454	0.322995	21.79365	0.10225
41.2551	0.32529	0.326919	21.9051	0.1809
41.31765	0.32531	0.325262	21.96765	0.14105
41.26925	0.32553	0.325016	21.91925	0.1384
41.0233	0.32601	0.327608	21.6733	0.1464
41.155150000000006	0.32753	0.329157	21.80515	0.13855
41.32245	0.32832	0.328229	21.97245	0.18155
41.4829	0.3284	0.330025	22.1329	0.16575
41.0155	0.32841	0.329987	21.6655	0.17245
41.56015	0.32891	0.330531	22.21015	0.20955
41.00335	0.32944	0.331065	21.65335	0.14295
41.3369	0.32944	0.330511	21.9869	0.11895
41.2821	0.33015	0.331628	21.9321	0.1589
41.3484	0.33059	0.329032	21.9984	0.1153
41.337050000000005	0.3306	0.330002	21.98705	0.15615
41.17885	0.3307	0.332056	21.82885	0.1481
41.122600000000006	0.33081	0.33	21.7726	0.15595
41.1329	0.33094	0.332002	21.7829	0.10685
41.38	0.33096	0.332589	22.03	0.19055
41.1189	0.33159	0.330038	21.7689	0.1401
41.181	0.33159	0.330036	21.831	0.11675
41.1081	0.3318	0.331006	21.7581	0.12005
41.400800000000004	0.33293	0.33202	22.0508	0.14375
41.2849	0.33398	0.33562	21.9349	0.1592
41.095749999999995	0.33493	0.334019	21.74575	0.1129
41.090450000000004	0.33742	0.337329	21.74045	0.14605
41.2291	0.33748	0.337964	21.8791	0.16625
41.2637	0.33753	0.337001	21.9137	0.10655
41.263149999999996	0.33829	0.33674	21.91315	0.151
41.23335	0.33848	0.338974	21.88335	0.13905
41.139700000000005	0.3385	0.339694	21.7897	0.1618
41.2963	0.34052	0.340003	21.9463	0.10555
41.23785	0.34092	0.342026	21.88785	0.1485
41.236050000000006	0.3416	0.340044	21.88605	0.16925
41.3093	0.34546	0.346	21.9593	0.1626
41.46525	0.34593	0.347006	22.11525	0.111
41.58255	0.34688	0.348525	22.23255	0.2533
41.1412	0.34701	0.346966	21.7912	0.14045
41.4662	0.34872	0.349804	22.1162	0.13315
41.331649999999996	0.34902	0.348933	21.98165	0.1223
41.2075	0.34923	0.349124	21.8575	0.11575
41.37925	0.34931	0.347942	22.02925	0.13805
41.49445	0.34957	0.347998	22.14445	0.11065
41.09	0.34957	0.347996	21.74	0.12
41.3123	0.3507	0.349139	21.9623	0.10725
41.35245	0.35092	0.35085	22.00245	0.1283
41.577200000000005	0.35157	0.349997	22.2272	0.1136
41.40965	0.35161	0.350043	22.05965	0.1158
41.16674999999999	0.35306	0.354598	21.81675	0.1515
41.4958	0.35363	0.353517	22.1458	0.14555
41.58665	0.35527	0.3537	22.23665	0.113
41.40915	0.35582	0.355297	22.05915	0.12645
41.3194	0.35833	0.357796	21.9694	0.11425
41.309650000000005	0.35858	0.356996	21.95965	0.1186
41.54585	0.35902	0.358942	22.19585	0.1342
41.277550000000005	0.36001	0.35996	21.92755	0.1335
41.2202	0.3602	0.359463	21.8702	0.1604
41.512100000000004	0.36082	0.360001	22.1621	0.14215
41.2582	0.36135	0.362989	21.9082	0.2036
41.5244	0.36165	0.362713	22.1744	0.1645
41.5565	0.36491	0.366003	22.2065	0.1423
41.23675	0.36616	0.367826	21.88675	0.1841
41.356700000000004	0.36646	0.368089	22.0067	0.1243
41.3404	0.36783	0.367012	21.9904	0.12345
41.59455	0.36791	0.369001	22.24455	0.1019
41.61255	0.36924	0.370275	22.26255	0.14325
41.39745	0.36939	0.370763	22.04745	0.1558
41.81065	0.37003	0.371627	22.46065	0.1636
41.45035	0.37013	0.370013	22.10035	0.1358
41.50255	0.3705	0.372001	22.15255	0.1043
41.1444	0.37051	0.370012	21.7944	0.11375
41.39575	0.37053	0.370003	22.04575	0.11295
41.4901	0.3706	0.368994	22.1401	0.1211
41.48805	0.37089	0.372031	22.13805	0.26375
41.63785	0.37144	0.370894	22.28785	0.1245
41.55135	0.3715	0.373003	22.20135	0.10745
41.47745	0.37164	0.370032	22.12745	0.10645
41.46185	0.3735	0.374998	22.11185	0.1039
41.654700000000005	0.37386	0.37532	22.3047	0.0854
41.56555	0.3786	0.377044	22.21555	0.1463
41.48745	0.37949	0.380829	22.13745	0.1395
41.53215	0.3799	0.381009	22.18215	0.1306
41.382549999999995	0.38003	0.381657	22.03255	0.1506
41.5035	0.38054	0.380022	22.1535	0.1307
41.5563	0.38083	0.379996	22.2063	0.1382
41.87675	0.38164	0.380039	22.52675	0.14085
41.66495	0.38171	0.380964	22.31495	0.143
41.53595	0.38246	0.382964	22.18595	0.1824
41.755750000000006	0.38447	0.386084	22.40575	0.14945
41.632450000000006	0.38598	0.385022	22.28245	0.126
41.6444	0.38734	0.388988	22.2944	0.18525
41.73909999999999	0.38775	0.387223	22.3891	0.15885
41.468050000000005	0.38887	0.390023	22.11805	0.14095
41.53855	0.39267	0.391033	22.18855	0.1588
41.6101	0.40048	0.401997	22.2601	0.1151
41.515	0.40078	0.402511	22.165	0.1348
41.65585	0.4008	0.402456	22.30585	0.1602
41.6036	0.40214	0.401317	22.2536	0.149
41.79625	0.40455	0.404	22.44625	0.1075
41.47805	0.40471	0.403983	22.12805	0.15365
41.914	0.40547	0.406998	22.564	0.11045
41.83095	0.40927	0.410407	22.48095	0.19045
41.801	0.40946	0.411001	22.451	0.10895
41.8168	0.40996	0.409404	22.4668	0.20545
41.9317	0.41131	0.412998	22.5817	0.15385
41.9589	0.41155	0.411029	22.6089	0.1289
41.8654	0.41664	0.415	22.5154	0.11755
41.73625	0.41865	0.417	22.38625	0.1152
41.8083	0.41929	0.421021	22.4583	0.14905
41.51134999999999	0.4193	0.420996	22.16135	0.152
41.94095	0.41957	0.419	22.59095	0.12095
41.84015	0.42028	0.422023	22.49015	0.2331
41.82585	0.42086	0.42	22.47585	0.16245
41.70675	0.42244	0.424003	22.35675	0.1192
41.949	0.42353	0.423431	22.599	0.2655
41.72855	0.42359	0.421934	22.37855	0.1425
41.9094	0.42693	0.426832	22.5594	0.1627
41.9689	0.42696	0.42611	22.6189	0.15295
42.385149999999996	0.42784	0.427009	23.03515	0.17065
42.101	0.42866	0.427	22.751	0.1294
41.8292	0.42886	0.42999	22.4792	0.1471
42.105149999999995	0.42967	0.428788	22.75515	0.1527
41.8944	0.43015	0.431326	22.5444	0.12545
41.9123	0.43487	0.436004	22.5623	0.1145
41.716750000000005	0.43544	0.436997	22.36675	0.109
42.19545	0.43673	0.435989	22.84545	0.14185
41.81285	0.43885	0.440015	22.46285	0.19185
41.91615	0.43927	0.438707	22.56615	0.132
42.20455	0.44007	0.439522	22.85455	0.16925
41.7738	0.44058	0.43999	22.4238	0.13695
42.022850000000005	0.44255	0.442001	22.67285	0.1137
41.92415	0.44368	0.441996	22.57415	0.1349
41.94905	0.44758	0.447008	22.59905	0.1524
42.13895	0.44956	0.449003	22.78895	0.14135
41.8003	0.45059	0.449985	22.4503	0.1316
42.0086	0.4507	0.45001	22.6586	0.15475
41.7659	0.45155	0.450997	22.4159	0.12515
41.71265	0.45169	0.450004	22.36265	0.1377
42.07345	0.45173	0.450035	22.72345	0.12465
42.1511	0.4604	0.460018	22.8011	0.14725
42.10035	0.46101	0.460026	22.75035	0.16435
41.97945	0.46127	0.460698	22.62945	0.13775
42.11265	0.46156	0.460995	22.76265	0.11115
42.56635	0.4664	0.467996	23.21635	0.1587
42.1322	0.46664	0.464937	22.7822	0.11645
42.08255	0.4684	0.47	22.73255	0.11785
42.450500000000005	0.47039	0.472004	23.1005	0.141
42.153999999999996	0.47057	0.470001	22.804	0.1221
42.00205	0.47058	0.470002	22.65205	0.12925
42.059650000000005	0.47175	0.470043	22.70965	0.15
42.045199999999994	0.47572	0.473995	22.6952	0.109
42.2761	0.47796	0.476228	22.9261	0.1649
41.9631	0.47942	0.479992	22.6131	0.1463
42.038650000000004	0.4804	0.481622	22.68865	0.17225
42.1252	0.48057	0.479997	22.7752	0.1151
42.098349999999996	0.48072	0.479001	22.74835	0.1138
42.3666	0.48176	0.480045	23.0166	0.15415
42.2153	0.48881	0.490006	22.8653	0.1136
42.230199999999996	0.4948	0.496005	22.8802	0.11765
42.2775	0.49737	0.498998	22.9275	0.13225
42.4005	0.50074	0.499001	23.0505	0.13595
42.3217	0.50091	0.499999	22.9717	0.1963
42.245850000000004	0.50275	0.502034	22.89585	0.20855
42.164249999999996	0.50276	0.501995	22.81425	0.2082
42.28445	0.50309	0.504299	22.93445	0.12605
42.3437	0.50718	0.509023	22.9937	0.1404
42.3205	0.50736	0.508995	22.9705	0.1253
42.1293	0.50818	0.51002	22.7793	0.14135
42.196749999999994	0.51002	0.509959	22.84675	0.1182
42.1706	0.5109	0.510024	22.8206	0.17305
42.463049999999996	0.51176	0.509997	23.11305	0.1165
42.477450000000005	0.5138	0.514997	23.12745	0.1329
42.337450000000004	0.51434	0.516002	22.98745	0.11725
42.53845	0.51476	0.512999	23.18845	0.1355
42.37365	0.51559	0.515003	23.02365	0.1762
42.3078	0.51879	0.520003	22.9578	0.1518
42.32595	0.51941	0.519982	22.97595	0.19605
42.38865	0.51961	0.518999	23.03865	0.109
42.50915	0.52278	0.520995	23.15915	0.14165
42.1922	0.52851	0.527901	22.8422	0.14315
42.409	0.53278	0.531	23.059	0.11385
42.284499999999994	0.53378	0.532	22.9345	0.1665
42.2723	0.53433	0.536	22.9223	0.1289
42.41945	0.53532	0.537005	23.06945	0.11085
42.33355	0.53578	0.533999	22.98355	0.1266
42.69415	0.54539	0.544288	23.34415	0.1462
42.242599999999996	0.54831	0.549997	22.8926	0.1438
42.4891	0.55014	0.550025	23.1391	0.14355
42.518150000000006	0.55031	0.552002	23.16815	0.1249
42.33515	0.5526	0.552001	22.98515	0.13425
42.6338	0.55381	0.551995	23.2838	0.1242
42.5994	0.55775	0.558997	23.2494	0.1349
42.514799999999994	0.55875	0.560004	23.1648	0.1335
42.9561	0.55875	0.560006	23.6061	0.15165
42.5928	0.56276	0.563999	23.2428	0.11755
42.6391	0.56475	0.566004	23.2891	0.13595
42.73495	0.57584	0.573995	23.38495	0.13845
42.585899999999995	0.57613	0.576039	23.2359	0.14515
42.5937	0.57661	0.576002	23.2437	0.1229
42.6302	0.57824	0.577308	23.2802	0.1624
42.5873	0.57828	0.579997	23.2373	0.13895
42.57495	0.57875	0.580004	23.22495	0.12065
42.5279	0.5796	0.579	23.1779	0.1197
42.71785	0.5806	0.579999	23.36785	0.1608
42.87355	0.58073	0.581997	23.52355	0.1372
42.69385	0.58294	0.5842	23.34385	0.1258
42.9581	0.58328	0.585005	23.6081	0.12955
42.6186	0.58375	0.585003	23.2686	0.09915
42.81355	0.58375	0.585003	23.46355	0.14025
42.919399999999996	0.58575	0.587002	23.5694	0.1417
42.79375	0.58728	0.588995	23.44375	0.14055
42.65085	0.58873	0.590005	23.30085	0.13005
42.6854	0.59027	0.591996	23.3354	0.1666
42.5929	0.59185	0.589999	23.2429	0.12625
42.7522	0.6006	0.600004	23.4022	0.15455
42.938050000000004	0.60326	0.605003	23.58805	0.1429
42.7267	0.60825	0.609996	23.3767	0.1266
42.8947	0.60987	0.607997	23.5447	0.14865
42.82615	0.61064	0.610001	23.47615	0.1329
43.089200000000005	0.61124	0.613	23.7392	0.1593
42.916250000000005	0.6157	0.617005	23.56625	0.1433
42.8334	0.61992	0.618034	23.4834	0.1156
42.8614	0.62063	0.62	23.5114	0.1131
42.7608	0.62189	0.619997	23.4108	0.1628
42.81015	0.62522	0.627002	23.46015	0.1303
42.763400000000004	0.62723	0.628997	23.4134	0.138
42.6669	0.63056	0.630023	23.3169	0.11795
42.7592	0.63071	0.631997	23.4092	0.1432
42.5117	0.6319	0.629999	23.1617	0.17705
43.01065	0.63222	0.633997	23.66065	0.20445
42.72	0.63771	0.639003	23.37	0.2329
42.84005	0.63822	0.640003	23.49005	0.184
42.97154999999999	0.64191	0.639999	23.62155	0.1659
42.95755	0.64364	0.642997	23.60755	0.1943
42.954499999999996	0.64364	0.643	23.6045	0.2013
42.975899999999996	0.64764	0.647002	23.6259	0.1613
42.88665	0.64864	0.648002	23.53665	0.159
43.098749999999995	0.66206	0.663397	23.74875	0.17955
42.9837	0.66464	0.663998	23.6337	0.1611
43.13495	0.67065	0.669999	23.78495	0.1775
43.3877	0.67767	0.678997	24.0377	0.2056
42.94755	0.68196	0.679997	23.59755	0.1484
43.2941	0.68366	0.682999	23.9441	0.2905
43.194	0.68517	0.686995	23.844	0.2326
42.9632	0.68866	0.690005	23.6132	0.1518
43.1027	0.69065	0.689995	23.7527	0.18375
43.14645	0.69315	0.694998	23.79645	0.24445
43.13265	0.69715	0.698997	23.78265	0.16195
43.142399999999995	0.69816	0.700004	23.7924	0.2171
43.12905	0.69915	0.701005	23.77905	0.15635
43.23895	0.69916	0.701003	23.88895	0.1728
43.30255	0.69998	0.697999	23.95255	0.2153
43.099199999999996	0.70064	0.702004	23.7492	0.1738
43.25875	0.70115	0.702998	23.90875	0.1805
43.061499999999995	0.70198	0.699997	23.7115	0.26255
43.1887	0.70198	0.699995	23.8387	0.16475
43.19395	0.71565	0.715001	23.84395	0.19425
43.03915	0.71868	0.717995	23.68915	0.15095
43.175250000000005	0.71963	0.720998	23.82525	0.2057
43.3726	0.72013	0.721996	24.0226	0.19335
43.22645	0.72068	0.719995	23.87645	0.2029
43.25005	0.72668	0.725997	23.90005	0.1628
43.2187	0.72767	0.727	23.8687	0.19785
43.118399999999994	0.73012	0.731997	23.7684	0.19115
43.1981	0.73362	0.735002	23.8481	0.15575
43.39855	0.73401	0.732001	24.04855	0.24055
43.05605	0.735	0.736202	23.70605	0.134
43.44175	0.73501	0.733001	24.09175	0.17825
43.419250000000005	0.73561	0.737002	24.06925	0.19205
43.37845	0.73602	0.733995	24.02845	0.2108
43.12845	0.73669	0.736003	23.77845	0.1399
43.1946	0.74	0.741202	23.8446	0.12605
43.61275	0.74202	0.739999	24.26275	0.21515
43.272549999999995	0.7427	0.742	23.92255	0.19885
43.35735	0.74566	0.744999	24.00735	0.1527
43.1556	0.74613	0.744096	23.8056	0.16465
43.16055	0.74909	0.751001	23.81055	0.18275
43.113	0.75068	0.750001	23.763	0.19155
43.38965	0.75669	0.755999	24.03965	0.1583
43.4057	0.75905	0.756997	24.0557	0.15165
43.27525	0.7607	0.759994	23.92525	0.14995
43.40415	0.76108	0.763	24.05415	0.16035
43.32575	0.76159	0.763006	23.97575	0.15445
43.45805	0.7656	0.766999	24.10805	0.1549
43.597049999999996	0.7666	0.767998	24.24705	0.1593
43.5807	0.76668	0.766003	24.2307	0.1806
43.734899999999996	0.76706	0.769004	24.3849	0.17855
43.5578	0.76859	0.769999	24.2078	0.16885
43.52605	0.77307	0.774997	24.17605	0.17625
43.4442	0.7766	0.778001	24.0942	0.17835
43.4569	0.78805	0.79	24.1069	0.13815
43.568799999999996	0.78904	0.791003	24.2188	0.11585
43.20445	0.79656	0.798005	23.85445	0.1588
43.710499999999996	0.79857	0.799997	24.3605	0.17435
43.17255	0.8007	0.800003	23.82255	0.1606
43.445750000000004	0.80569	0.804996	24.09575	0.1555
43.3639	0.80569	0.804995	24.0139	0.1301
43.6044	0.80603	0.808	24.2544	0.1837
43.90735	0.80804	0.810004	24.55735	0.16345
43.557950000000005	0.80902	0.811003	24.20795	0.1668
43.429500000000004	0.81072	0.810003	24.0795	0.17055
43.616749999999996	0.81369	0.812997	24.26675	0.14105
43.6931	0.81773	0.816998	24.3431	0.12085
43.5176	0.82212	0.819997	24.1676	0.18525
43.6856	0.82269	0.821998	24.3356	0.14625
43.74785	0.82854	0.830004	24.39785	0.1526
43.6554	0.83699	0.839001	24.3054	0.1427
43.5045	0.83814	0.835995	24.1545	0.1807
43.375299999999996	0.83999	0.841999	24.0253	0.15175
43.57255	0.84053	0.842003	24.22255	0.1456
43.6761	0.84214	0.839999	24.3261	0.1858
43.6605	0.84797	0.849995	24.3105	0.16975
43.68175	0.84852	0.850006	24.33175	0.14855
43.66865	0.85073	0.849996	24.31865	0.1304
43.6552	0.85298	0.854998	24.3052	0.1508
43.662800000000004	0.854	0.855202	24.3128	0.21455
43.794200000000004	0.85851	0.860003	24.4442	0.16535
43.473699999999994	0.85852	0.86	24.1237	0.1478
43.89425	0.85852	0.859998	24.54425	0.17845
43.74625	0.86397	0.866	24.39625	0.15285
43.719300000000004	0.8645	0.866006	24.3693	0.14625
43.69685	0.8665	0.868006	24.34685	0.17385
43.690200000000004	0.87217	0.870002	24.3402	0.1332
43.771649999999994	0.87796	0.879995	24.42165	0.14325
43.5304	0.89073	0.889995	24.1804	0.14085
43.9281	0.8932	0.890999	24.5781	0.1577
43.752750000000006	0.89693	0.898999	24.40275	0.16645
43.8628	0.90173	0.901003	24.5128	0.1511
43.9616	0.91075	0.909997	24.6116	0.16365
43.72895	0.91348	0.914998	24.37895	0.13735
43.705	0.92223	0.920002	24.355	0.1708
43.92175	0.92224	0.919996	24.57175	0.18725
44.0916	0.92491	0.926997	24.7416	0.1923
44.118700000000004	0.92624	0.923999	24.7687	0.10935
44.1289	0.9279	0.93	24.7789	0.1829
43.89795	0.93189	0.934001	24.54795	0.15235
44.054	0.93225	0.929998	24.704	0.21015
44.1153	0.93389	0.936001	24.7653	0.2009
43.616600000000005	0.935	0.936202	24.2666	0.1658
43.8217	0.93675	0.936001	24.4717	0.1405
43.76155	0.94688	0.948999	24.41155	0.1642
44.01675	0.94846	0.950003	24.66675	0.15105
44.03515	0.95076	0.949999	24.68515	0.14485
44.15665	0.95886	0.961002	24.80665	0.17245
44.15925	0.96074	0.960003	24.80925	0.14255
43.9236	0.96075	0.959998	24.5736	0.1577
44.465450000000004	0.97	0.971202	25.11545	0.26175
44.0561	0.9752	0.976402	24.7061	0.13985
44.13095	0.9833	0.981002	24.78095	0.143
44.178	0.98341	0.985003	24.828	0.153
44.27305	0.98377	0.982999	24.92305	0.1439
44.04965	0.9964	0.998006	24.69965	0.1408
43.962199999999996	0.99781	1.000003	24.6122	0.0953
44.4298	1.00279	1.002004	25.0798	0.19135
44.20445	1.014	1.015202	24.85445	0.2291
44.23235	1.02	1.021202	24.88235	0.1657
44.078900000000004	1.02879	1.030999	24.7289	0.16015
44.0373	1.0608	1.060002	24.6873	0.16415
43.98835	1.092	1.093202	24.63835	0.26405
44.4139	1.12	1.121202	25.0639	0.1649
45.089349999999996	1.206	1.205618	25.73935	0.3352
44.63615	1.23	1.231202	25.28615	0.19155
44.8485	1.23	1.231202	25.4985	0.17085
44.870149999999995	1.3	1.301202	25.52015	0.17875
44.6142	1.305	1.306202	25.2642	0.235
44.89235	1.315	1.316202	25.54235	0.1987
44.9534	1.33	1.330388	25.6034	0.1484
44.815200000000004	1.34	1.341202	25.4652	0.1632
44.865899999999996	1.37	1.371202	25.5159	0.1622
44.71305	1.39	1.391202	25.36305	0.20125
45.2572	1.54	1.538838	25.9072	0.21065
45.35705	1.55	1.550387	26.00705	0.18565
45.4092	1.7	1.701108	26.0592	0.2832
45.551100000000005	1.8	1.799601	26.2011	0.18795
45.5109	1.914	1.914829	26.1609	0.2559
46.227000000000004	2.26	2.259601	26.877	0.2548
